artist_id,artist_name,stage_name,work_id,work_name,work_type,genre,release_date,notoriety_date,notable
2460,Yang Ye,NA,10197,Harmonies de la Route,Song,Doom Metal,2029,NA,TRUE
2462,David Hughes,NA,2461,Warmth Beyond Cobblestones,Song,Doom Metal,2017,NA,TRUE
2464,David Chandler,NA,2461,Warmth Beyond Cobblestones,Song,Doom Metal,2017,NA,TRUE
2466,Kathleen Duran,NA,2461,Warmth Beyond Cobblestones,Song,Doom Metal,2017,NA,TRUE
2471,Antoine Barthelemy,NA,2470,Midnight's Matchstick Lullaby,Song,Dream Pop,2012,NA,TRUE
2471,Antoine Barthelemy,NA,14880,Whispers of the Watery Grave,Song,Indie Folk,2026,NA,TRUE
2472,Bryan Richardson,NA,2470,Midnight's Matchstick Lullaby,Song,Dream Pop,2012,NA,TRUE
2472,Bryan Richardson,NA,13994,After the Storm,Song,Dream Pop,2020,2020,TRUE
2476,Wei Jiang,NA,2475,Thousand Whispers,Song,Alternative Rock,2026,NA,TRUE
2481,Yong Kang,NA,2480,Boundless Resonance,Album,Synthwave,2026,NA,TRUE
2482,Min Tan,NA,2480,Boundless Resonance,Album,Synthwave,2026,NA,TRUE
2483,Lei Luo,NA,2480,Boundless Resonance,Album,Synthwave,2026,NA,TRUE
2483,Lei Luo,NA,6190,Borderline Currents,Song,Synthwave,2024,NA,TRUE
2484,Gang Chang,NA,6190,Borderline Currents,Song,Synthwave,2024,NA,TRUE
2487,Christoph Hermann,NA,2486,Ethereal Cascade,Song,Doom Metal,2023,NA,TRUE
2488,Fatma Henck-Weinhold,NA,2486,Ethereal Cascade,Song,Doom Metal,2023,NA,TRUE
2491,Franciszek Filusz,NA,2489,Unwritten Horizons,Song,Indie Pop,2007,NA,TRUE
2494,Cezary Siedlarz,NA,2493,Chapters Untold,Song,Southern Gothic Rock,2012,NA,TRUE
2496,Abram Kala, Atlas King,2495,White Space Between,Song,Dream Pop,2021,NA,TRUE
2497,Sara Sharaf, V.I.C,2495,White Space Between,Song,Dream Pop,2021,NA,TRUE
2498,Farhan Seshadri,NA,2495,White Space Between,Song,Dream Pop,2021,NA,TRUE
2501,Na Yang,NA,2500,The Margins of Possibility,Song,Dream Pop,2008,NA,TRUE
2501,Na Yang,NA,15007,Cadenas de Deseo,Song,Synthwave,2003,NA,TRUE
2502,Dana Griffin,NA,2500,The Margins of Possibility,Song,Dream Pop,2008,NA,TRUE
2503,Xiuying Fan,NA,2500,The Margins of Possibility,Song,Dream Pop,2008,NA,TRUE
2503,Xiuying Fan,NA,15007,Cadenas de Deseo,Song,Synthwave,2003,NA,TRUE
2504,Gang Wen,NA,2500,The Margins of Possibility,Song,Dream Pop,2008,NA,TRUE
2504,Gang Wen,NA,15007,Cadenas de Deseo,Song,Synthwave,2003,NA,TRUE
2506,Xiuying Zhu,NA,2505,Timestamp of Memory,Album,Doom Metal,2021,2021,TRUE
2506,Xiuying Zhu,NA,13563,Unique Frequencies,Album,Synthpop,2017,NA,TRUE
2507,Na Mao,NA,2505,Timestamp of Memory,Album,Doom Metal,2021,2021,TRUE
2507,Na Mao,NA,13563,Unique Frequencies,Album,Synthpop,2017,NA,TRUE
2508,Ping Ding,NA,2505,Timestamp of Memory,Album,Doom Metal,2021,2021,TRUE
2508,Ping Ding,NA,11945,Bullet Train to Brilliance,Song,Doom Metal,2007,NA,TRUE
2508,Ping Ding,NA,13563,Unique Frequencies,Album,Synthpop,2017,NA,TRUE
2509,Qiang Dong,NA,13563,Unique Frequencies,Album,Synthpop,2017,NA,TRUE
2509,Qiang Dong,NA,13574,Can You Spell Out Your Desire?,Song,Synthwave,2008,NA,TRUE
2511,Kavya Agrawal,NA,2510,Frozen Moment,Song,Dream Pop,1981,NA,TRUE
2511,Kavya Agrawal,NA,6342,High Society Strut,Song,Dream Pop,2004,NA,TRUE
2511,Kavya Agrawal,NA,8815,Shadows in Minor,Album,Dream Pop,1996,NA,TRUE
2516,Ottmar Grein Groth-Butte,Vespera,2515,Echoes of a Date,Song,Dream Pop,2023,NA,TRUE
2516,Ottmar Grein Groth-Butte,Vespera,5657,Letting Go of Us,Song,Indie Rock,2023,NA,TRUE
2516,Ottmar Grein Groth-Butte,Vespera,9547,Hearth and Hospitality,Song,Dream Pop,2020,NA,TRUE
2516,Ottmar Grein Groth-Butte,Vespera,14507,The Countryside Maiden,Album,Indie Folk,2017,NA,TRUE
2517,Frau Adelgunde Hermighausen,NA,2515,Echoes of a Date,Song,Dream Pop,2023,NA,TRUE
2517,Frau Adelgunde Hermighausen,NA,5657,Letting Go of Us,Song,Indie Rock,2023,NA,TRUE
2517,Frau Adelgunde Hermighausen,NA,14507,The Countryside Maiden,Album,Indie Folk,2017,NA,TRUE
2518,Domenico Nette,NA,2515,Echoes of a Date,Song,Dream Pop,2023,NA,TRUE
2520,Cemal Dowerg,NA,2515,Echoes of a Date,Song,Dream Pop,2023,NA,TRUE
2521,Karl-Friedrich Kreusel,NA,2515,Echoes of a Date,Song,Dream Pop,2023,NA,TRUE
2526,Kimberly Thomas,NA,2525,Coordinates of Time,Song,Alternative Rock,2028,NA,TRUE
2527,Joel Foster,NA,2525,Coordinates of Time,Song,Alternative Rock,2028,NA,TRUE
2528,Larry Fields,NA,2525,Coordinates of Time,Song,Alternative Rock,2028,NA,TRUE
2528,Larry Fields,NA,15396,Maiden's Footsteps on Soft Grass,Song,Avant-Garde Folk,2023,NA,TRUE
2529,Kathy Green,NA,2525,Coordinates of Time,Song,Alternative Rock,2028,NA,TRUE
2531,Fang Yuan,Jordan Miles,2530,Tropical Longitude,Album,Synthwave,2020,NA,TRUE
2532,Li Dong,NA,2530,Tropical Longitude,Album,Synthwave,2020,NA,TRUE
2535,John Wilkinson,NA,7249,Vailla Toista (Without Another),Song,Indie Pop,2023,NA,TRUE
2535,John Wilkinson,NA,10431,Vague Silhouette,Album,Emo/Pop Punk,2022,NA,TRUE
2536,Jun Zou,NA,12008,Sovereign's Stride,Song,Lo-Fi Electronica,2014,NA,TRUE
2536,Jun Zou,NA,12517,Tidal Whispers,Song,Lo-Fi Electronica,2007,NA,TRUE
2536,Jun Zou,NA,12577,Classic Courtship Crusader,Song,Lo-Fi Electronica,2020,2020,TRUE
2536,Jun Zou,NA,13820,Mazovia's Pulse,Song,Lo-Fi Electronica,2025,NA,TRUE
2536,Jun Zou,NA,14566,Midsummer Dance on Roslagen Shore,Album,Lo-Fi Electronica,2013,NA,TRUE
2537,Gang Mo,NA,9104,Echoes of Sunrise,Song,Indie Pop,2014,NA,TRUE
2537,Gang Mo,NA,10431,Vague Silhouette,Album,Emo/Pop Punk,2022,NA,TRUE
2538,Angelika Osojca,NA,2848,Twilight Tapas,Song,Lo-Fi Electronica,2010,2010,TRUE
2538,Angelika Osojca,NA,10390,Stanzas in the Schoolyard,Song,Southern Gothic Rock,2009,NA,TRUE
2538,Angelika Osojca,NA,10740,Marching with Jubilant Hearts,Album,Avant-Garde Folk,2022,2022,TRUE
2538,Angelika Osojca,NA,11438,Whispers of Carmela,Song,Indie Pop,2022,NA,TRUE
2538,Angelika Osojca,NA,12099,Destiny's Tender Embrace,Album,Lo-Fi Electronica,2022,NA,TRUE
2538,Angelika Osojca,NA,12396,Across All Distances,Song,Lo-Fi Electronica,2007,NA,TRUE
2538,Angelika Osojca,NA,12489,Whispers of Gratitude,Album,Lo-Fi Electronica,2023,NA,TRUE
2538,Angelika Osojca,NA,12517,Tidal Whispers,Song,Lo-Fi Electronica,2007,NA,TRUE
2538,Angelika Osojca,NA,13922,Hooves and Hopes,Album,Lo-Fi Electronica,2022,NA,TRUE
2538,Angelika Osojca,NA,14675,Whispers of the Classical Strings,Song,Avant-Garde Folk,2025,NA,TRUE
2538,Angelika Osojca,NA,14710,Whimsical Moments,Song,Lo-Fi Electronica,2024,NA,TRUE
2538,Angelika Osojca,NA,14780,Beyond Words,Song,Lo-Fi Electronica,2015,NA,TRUE
2538,Angelika Osojca,NA,15722,Unexpected Landing,Song,Lo-Fi Electronica,2011,2011,TRUE
2538,Angelika Osojca,NA,15964,Counterpoint of Silence,Song,Avant-Garde Folk,2017,NA,TRUE
2542,Xiuying Zou,NA,2541,Coconut Memories,Song,Dream Pop,2027,NA,TRUE
2542,Xiuying Zou,NA,9025,Steadfast Promise,Song,Psychedelic Rock,2026,NA,TRUE
2543,Qiang Luo,NA,2541,Coconut Memories,Song,Dream Pop,2027,NA,TRUE
2544,Yan Shi,NA,2541,Coconut Memories,Song,Dream Pop,2027,NA,TRUE
2544,Yan Shi,NA,9025,Steadfast Promise,Song,Psychedelic Rock,2026,NA,TRUE
2546,Erdogan Baum,NA,2541,Coconut Memories,Song,Dream Pop,2027,NA,TRUE
2546,Erdogan Baum,NA,2873,Symphonic Snowfall,Album,Symphonic Metal,2023,NA,TRUE
2546,Erdogan Baum,NA,9267,Stepping Towards the Light,Song,Dream Pop,2022,NA,TRUE
2546,Erdogan Baum,NA,13049,Waves of Desire,Song,Psychedelic Rock,2025,NA,TRUE
2546,Erdogan Baum,NA,15198,Little Alfie's Lament,Song,Dream Pop,2013,2013,TRUE
2550,Kashvi Keer,S-KRIPTA,2549,Island Time Suspension,Song,Alternative Rock,2017,NA,TRUE
2550,Kashvi Keer,S-KRIPTA,11446,Echoes from Carmela's Heart,Album,Alternative Rock,2016,NA,TRUE
2551,Lindsay Nichols,Lindsay Sage,2549,Island Time Suspension,Song,Alternative Rock,2017,NA,TRUE
2551,Lindsay Nichols,Lindsay Sage,13379,Rebel's Crown,Song,Alternative Rock,1992,1992,TRUE
2552,Vidur Kapadia,NA,12010,William's Victorious Path,Song,Alternative Rock,2003,NA,TRUE
2552,Vidur Kapadia,NA,14749,Whispers About Wendy,Song,Alternative Rock,2010,NA,TRUE
2552,Vidur Kapadia,NA,15633,Calm in the Chaos,Song,Alternative Rock,2007,NA,TRUE
2557,Fang Peng,NA,2555,The Lute's Whispers of Rebellion,Song,Dream Pop,2029,2029,TRUE
2558,Xiuying Li,NA,2555,The Lute's Whispers of Rebellion,Song,Dream Pop,2029,2029,TRUE
2562,Jun Xiong,NA,2561,Strings of Swedish Liberation,Album,Synthwave,2017,NA,TRUE
2564,Chao Gao,NA,2561,Strings of Swedish Liberation,Album,Synthwave,2017,NA,TRUE
2565,Xia Yin,NA,2561,Strings of Swedish Liberation,Album,Synthwave,2017,NA,TRUE
2566,Xiuying Yin,NA,2561,Strings of Swedish Liberation,Album,Synthwave,2017,NA,TRUE
2566,Xiuying Yin,NA,7190,Shadows of Silence,Song,Psychedelic Rock,2027,NA,TRUE
2566,Xiuying Yin,NA,8964,Threshold of Family,Song,Doom Metal,2017,NA,TRUE
2566,Xiuying Yin,NA,9397,Lessons Between Borders,Song,Synthwave,2017,NA,TRUE
2566,Xiuying Yin,NA,11191,Behind Closed Lips,Album,Americana,2022,NA,TRUE
2566,Xiuying Yin,NA,11526,Ballad of the Lone Shepherd,Song,Psychedelic Rock,2019,NA,TRUE
2566,Xiuying Yin,NA,13117,Midnight at the FoliesBergère,Song,Space Rock,2027,NA,TRUE
2566,Xiuying Yin,NA,13369,Sovereign of Endless Realms,Song,Space Rock,2025,2025,TRUE
2566,Xiuying Yin,NA,15235,Ljus Vår-Svit (Light Spring Suite),Song,Dream Pop,2029,NA,TRUE
2569,Juan Mo,NA,2567,Ballad of the Noble Wanderer,Song,Post-Apocalyptic Folk,2022,NA,TRUE
2571,Chao Tian,NA,2567,Ballad of the Noble Wanderer,Song,Post-Apocalyptic Folk,2022,NA,TRUE
2573,Audrey Picard,NA,2572,Echoes from Vasa's Forgotten Chronicles,Song,Synthwave,2004,NA,TRUE
2578,Hansh Hayer, Johnny West,2577,Chromatic Cascades in Minor,Song,Synthwave,2013,NA,TRUE
2579,Nitara Biswas,NA,2577,Chromatic Cascades in Minor,Song,Synthwave,2013,NA,TRUE
2580,Sahil Tripathi,NA,2577,Chromatic Cascades in Minor,Song,Synthwave,2013,NA,TRUE
2581,Ehsaan Lall,NA,2577,Chromatic Cascades in Minor,Song,Synthwave,2013,NA,TRUE
2583,Jie Liang,NA,6418,Memories in Harmonic Dust,Song,Dream Pop,2028,NA,TRUE
2584,Xiulan Lin,NA,2582,Resonance: A Virtuoso's Lament,Song,Dream Pop,2024,NA,TRUE
2584,Xiulan Lin,NA,6418,Memories in Harmonic Dust,Song,Dream Pop,2028,NA,TRUE
2585,Gregory Hartman,NA,6418,Memories in Harmonic Dust,Song,Dream Pop,2028,NA,TRUE
2587,Min Qiu,NA,9301,Echoes from the Grasslands,Song,Symphonic Metal,2025,NA,TRUE
2588,Jun Mao,NA,2586,Keys of Forgotten Melodies,Song,Americana,2024,NA,TRUE
2589,Lei Yuan,NA,3304,Campus Echoes,Album,Americana,2013,2013,TRUE
2589,Lei Yuan,NA,4055,Katharina's Midnight Dance,Song,Synthwave,2025,NA,TRUE
2589,Lei Yuan,NA,7074,Fractured Expressions,Song,Indie Folk,2017,NA,TRUE
2589,Lei Yuan,NA,7395,Moral High Ground,Song,Synthwave,2021,NA,TRUE
2589,Lei Yuan,NA,8328,The Geography of Me,Song,Synthwave,2025,2025,TRUE
2589,Lei Yuan,NA,10761,Echoes in the Distance,Song,Symphonic Metal,2028,NA,TRUE
2589,Lei Yuan,NA,11447,Urban Haze,Song,Indie Folk,2022,NA,TRUE
2589,Lei Yuan,NA,11678,Moments Between Heartbeats,Song,Indie Folk,2023,NA,TRUE
2589,Lei Yuan,NA,12328,Maria's Celestial Reverie,Album,Space Rock,2026,2036,TRUE
2589,Lei Yuan,NA,13399,Ringtone Requiem,Song,Indie Folk,2013,NA,TRUE
2589,Lei Yuan,NA,13990,The Feminine Manuscript,Song,Post-Apocalyptic Folk,2012,NA,TRUE
2590,Tao Sun,NA,2586,Keys of Forgotten Melodies,Song,Americana,2024,NA,TRUE
2590,Tao Sun,NA,4038,Bananal's Gentle Whispers,Song,Psychedelic Rock,2020,NA,TRUE
2590,Tao Sun,NA,7395,Moral High Ground,Song,Synthwave,2021,NA,TRUE
2590,Tao Sun,NA,9301,Echoes from the Grasslands,Song,Symphonic Metal,2025,NA,TRUE
2591,Theresa Rivera,NA,4814,Solitude's Symphony,Song,Doom Metal,2015,NA,TRUE
2591,Theresa Rivera,NA,5808,Reflections of Us,Album,Indie Folk,2013,2013,TRUE
2591,Theresa Rivera,NA,6521,Revolutionary Shadows,Song,Doom Metal,2028,NA,TRUE
2591,Theresa Rivera,NA,13327,Harmonic Latitude 458,Album,Oceanus Folk,2017,NA,TRUE
2591,Theresa Rivera,NA,13528,Sparks of Liberty,Song,Synthwave,2010,NA,TRUE
2591,Theresa Rivera,NA,16200,Unspoken Wonders,Album,Indie Folk,2023,NA,TRUE
2592,Ping Zhong,NA,2586,Keys of Forgotten Melodies,Song,Americana,2024,NA,TRUE
2592,Ping Zhong,NA,7395,Moral High Ground,Song,Synthwave,2021,NA,TRUE
2592,Ping Zhong,NA,8373,Gilded Cage Lament,Song,Indie Folk,2020,NA,TRUE
2592,Ping Zhong,NA,8816,Three Whispers,Song,Dream Pop,2012,NA,TRUE
2592,Ping Zhong,NA,9267,Stepping Towards the Light,Song,Dream Pop,2022,NA,TRUE
2592,Ping Zhong,NA,13107,Zenith to Zero,Song,Americana,2020,NA,TRUE
2592,Ping Zhong,NA,13607,After the Last Tear Falls,Song,Indie Folk,2020,NA,TRUE
2592,Ping Zhong,NA,15198,Little Alfie's Lament,Song,Dream Pop,2013,2013,TRUE
2597,Min Sun,NA,2596,Marsh Echoes at Twilight,Song,Dream Pop,2026,NA,TRUE
2598,Tao Lai,NA,2596,Marsh Echoes at Twilight,Song,Dream Pop,2026,NA,TRUE
2599,Jie Ma,NA,2596,Marsh Echoes at Twilight,Song,Dream Pop,2026,NA,TRUE
2601,Xia Lin,NA,2596,Marsh Echoes at Twilight,Song,Dream Pop,2026,NA,TRUE
2602,Qiang Yan,NA,2596,Marsh Echoes at Twilight,Song,Dream Pop,2026,NA,TRUE
2603,Gang Zhang,NA,2596,Marsh Echoes at Twilight,Song,Dream Pop,2026,NA,TRUE
2605,Frederick Jackson Jr.,NA,2604,The Wingspan of Unspoken Stories,Song,Dream Pop,2026,NA,TRUE
2606,Xiulan Yu,NA,2604,The Wingspan of Unspoken Stories,Song,Dream Pop,2026,NA,TRUE
2606,Xiulan Yu,NA,6827,Fading Echoes,Song,Doom Metal,2027,NA,TRUE
2607,Lisa Hart,NA,2604,The Wingspan of Unspoken Stories,Song,Dream Pop,2026,NA,TRUE
2607,Lisa Hart,NA,6130,Unfolding Path,Song,Doom Metal,2026,NA,TRUE
2607,Lisa Hart,NA,6827,Fading Echoes,Song,Doom Metal,2027,NA,TRUE
2609,Min Guo,NA,2608,Migrations and Murmurs,Song,Doom Metal,2013,NA,TRUE
2611,Yong Xue,NA,2608,Migrations and Murmurs,Song,Doom Metal,2013,NA,TRUE
2612,Jie Dai,NA,2608,Migrations and Murmurs,Song,Doom Metal,2013,NA,TRUE
2613,Yong Wen,NA,2608,Migrations and Murmurs,Song,Doom Metal,2013,NA,TRUE
2613,Yong Wen,NA,7632,Garbage Warrior's Lament,Song,Dream Pop,2022,2022,TRUE
2618,Aarav Balan,NA,2616,Tropical Heartbeat,Song,Americana,2020,NA,TRUE
2620,Kaira Saxena,NA,2616,Tropical Heartbeat,Song,Americana,2020,NA,TRUE
2621,Gokul Dhaliwal,NA,2616,Tropical Heartbeat,Song,Americana,2020,NA,TRUE
2622,Zeeshan Manda,NA,2616,Tropical Heartbeat,Song,Americana,2020,NA,TRUE
2626,Julie Flores,NA,2625,Forgotten Shores,Song,Alternative Rock,2004,NA,TRUE
2630,Felicia Gilbert,NA,2628,Brick and Mortar Memories,Album,Indie Pop,1991,NA,TRUE
2634,Chao Li,NA,2633,Stoop Stories,Album,Space Rock,2026,NA,TRUE
2634,Chao Li,NA,9940,Nightingale of the Trenches,Song,Space Rock,2028,2028,TRUE
2634,Chao Li,NA,12622,Levitating Beyond Contact,Song,Darkwave,2027,NA,TRUE
2635,Wei Mo,NA,2633,Stoop Stories,Album,Space Rock,2026,NA,TRUE
2635,Wei Mo,NA,9940,Nightingale of the Trenches,Song,Space Rock,2028,2028,TRUE
2636,Chao Qin,NA,9940,Nightingale of the Trenches,Song,Space Rock,2028,2028,TRUE
2636,Chao Qin,NA,12622,Levitating Beyond Contact,Song,Darkwave,2027,NA,TRUE
2637,Juan Lei,NA,2633,Stoop Stories,Album,Space Rock,2026,NA,TRUE
2642,Gang Deng,NA,2641,Generations of Stone,Song,Indie Rock,2024,NA,TRUE
2643,Wei Wan,NA,2641,Generations of Stone,Song,Indie Rock,2024,NA,TRUE
2644,Charles White,NA,2641,Generations of Stone,Song,Indie Rock,2024,NA,TRUE
2648,Friedo Dobes,NA,2647,Whispers of the Andes,Song,Doom Metal,2023,NA,TRUE
2650,Lisa Castillo,NA,2649,Chiquinquirá's Heartbeat,Song,Doom Metal,2013,NA,TRUE
2650,Lisa Castillo,NA,14814,Hay Whispers,Album,Synthwave,2025,NA,TRUE
2651,Renee Williams,NA,2649,Chiquinquirá's Heartbeat,Song,Doom Metal,2013,NA,TRUE
2651,Renee Williams,NA,3633,Hands Off My Privacy,Album,Doom Metal,2012,NA,TRUE
2651,Renee Williams,NA,4228,Ripples and Stones,Song,Synthwave,2021,NA,TRUE
2651,Renee Williams,NA,14814,Hay Whispers,Album,Synthwave,2025,NA,TRUE
2652,William Rojas,NA,2649,Chiquinquirá's Heartbeat,Song,Doom Metal,2013,NA,TRUE
2656,Brandon Santos,NA,16724,Sole Survivor,Song,Speed Metal,2000,NA,TRUE
2659,Matthew Hancock,Lunar Tapestry,2658,Echoes of the Sacred Town,Song,Dream Pop,2007,2007,TRUE
2659,Matthew Hancock,Lunar Tapestry,3151,Smoke and Mirrors,Song,Alternative Rock,2015,NA,TRUE
2659,Matthew Hancock,Lunar Tapestry,5074,Mirror Ball Memories,Album,Dream Pop,2010,NA,TRUE
2659,Matthew Hancock,Lunar Tapestry,6342,High Society Strut,Song,Dream Pop,2004,NA,TRUE
2659,Matthew Hancock,Lunar Tapestry,6473,Stockholm Serenade,Song,Dream Pop,2014,2014,TRUE
2659,Matthew Hancock,Lunar Tapestry,6658,Sweet Tea and Porch Swing Memories,Song,Dream Pop,2010,2010,TRUE
2659,Matthew Hancock,Lunar Tapestry,7100,Hillside Harmony,Song,Alternative Rock,2012,NA,TRUE
2659,Matthew Hancock,Lunar Tapestry,9387,Pyongyang's Immortal Son,Song,Dream Pop,2007,2007,TRUE
2659,Matthew Hancock,Lunar Tapestry,9871,Crossroads of Silence,Album,Dream Pop,2012,NA,TRUE
2659,Matthew Hancock,Lunar Tapestry,10402,Cradle of Uncertain Fate,Song,Alternative Rock,2010,NA,TRUE
2659,Matthew Hancock,Lunar Tapestry,10419,Lagoon's Legacy,Song,Dream Pop,1997,NA,TRUE
2659,Matthew Hancock,Lunar Tapestry,13208,Checkmarks and Crossouts,Song,Dream Pop,2007,NA,TRUE
2659,Matthew Hancock,Lunar Tapestry,14210,Sacred Reverence,Song,Jazz Surf Rock,2000,NA,TRUE
2660,Christopher Smith,NA,5074,Mirror Ball Memories,Album,Dream Pop,2010,NA,TRUE
2660,Christopher Smith,NA,6473,Stockholm Serenade,Song,Dream Pop,2014,2014,TRUE
2660,Christopher Smith,NA,10155,Emerald Canopy Sings,Album,Dream Pop,2007,NA,TRUE
2663,Gang Jiang,NA,2662,Rhythm Revolution,Album,Oceanus Folk,2022,NA,TRUE
2664,Xia Xiang,NA,2662,Rhythm Revolution,Album,Oceanus Folk,2022,NA,TRUE
2664,Xia Xiang,NA,13509,Altar of Promises,Song,Americana,2023,NA,TRUE
2665,Jing Zhong,NA,2662,Rhythm Revolution,Album,Oceanus Folk,2022,NA,TRUE
2667,Fang Xue,NA,2666,Lift Me Higher,Album,Southern Gothic Rock,2012,NA,TRUE
2667,Fang Xue,NA,8997,Branded Dreams,Song,Southern Gothic Rock,2009,NA,TRUE
2668,Ping Tian,NA,2666,Lift Me Higher,Album,Southern Gothic Rock,2012,NA,TRUE
2668,Ping Tian,NA,2768,The Unfinished Lullaby,Song,Alternative Rock,2015,2015,TRUE
2668,Ping Tian,NA,2848,Twilight Tapas,Song,Lo-Fi Electronica,2010,2010,TRUE
2668,Ping Tian,NA,3644,Back Up Off Me,Song,Lo-Fi Electronica,2019,NA,TRUE
2668,Ping Tian,NA,8997,Branded Dreams,Song,Southern Gothic Rock,2009,NA,TRUE
2668,Ping Tian,NA,10390,Stanzas in the Schoolyard,Song,Southern Gothic Rock,2009,NA,TRUE
2668,Ping Tian,NA,12099,Destiny's Tender Embrace,Album,Lo-Fi Electronica,2022,NA,TRUE
2668,Ping Tian,NA,12396,Across All Distances,Song,Lo-Fi Electronica,2007,NA,TRUE
2668,Ping Tian,NA,12489,Whispers of Gratitude,Album,Lo-Fi Electronica,2023,NA,TRUE
2668,Ping Tian,NA,13196,Frostbound Choreography,Album,Southern Gothic Rock,2024,NA,TRUE
2668,Ping Tian,NA,13922,Hooves and Hopes,Album,Lo-Fi Electronica,2022,NA,TRUE
2668,Ping Tian,NA,14513,Noble Harvest,Song,Blues Rock,2002,NA,TRUE
2668,Ping Tian,NA,14675,Whispers of the Classical Strings,Song,Avant-Garde Folk,2025,NA,TRUE
2668,Ping Tian,NA,14780,Beyond Words,Song,Lo-Fi Electronica,2015,NA,TRUE
2668,Ping Tian,NA,15408,The Bride's Spectral Serenade,Album,Indie Pop,1997,NA,TRUE
2668,Ping Tian,NA,16004,The Royal Physician's Gambit,Song,Alternative Rock,2012,NA,TRUE
2669,Tao Sun,NA,2666,Lift Me Higher,Album,Southern Gothic Rock,2012,NA,TRUE
2669,Tao Sun,NA,8997,Branded Dreams,Song,Southern Gothic Rock,2009,NA,TRUE
2671,Ignacy Henke,NA,2670,Electric Motion,Album,Darkwave,2013,NA,TRUE
2672,Cyprian Ziniewicz,NA,2670,Electric Motion,Album,Darkwave,2013,NA,TRUE
2672,Cyprian Ziniewicz,NA,16585,Digital Heartbeat,Song,Darkwave,1987,NA,TRUE
2677,Christine Lam,NA,3668,Whispers at the Threshold,Song,Doom Metal,2004,NA,TRUE
2677,Christine Lam,NA,6830,When Memories Dissolve,Album,Indie Folk,2017,NA,TRUE
2678,Lisa Shaffer,NA,2676,Groove Ascension,Song,Indie Folk,2020,2020,TRUE
2678,Lisa Shaffer,NA,9759,Radiant Spirit,Song,Synthwave,2029,NA,TRUE
2680,Satomi Kobayashi,NA,14378,Cash and Promises,Song,Blues Rock,2023,NA,TRUE
2681,Kazuya Aoki,NA,2679,Wingless Dreams,Song,Blues Rock,2007,NA,TRUE
2681,Kazuya Aoki,NA,13197,Crystalline Pirouette,Song,Blues Rock,1997,NA,TRUE
2681,Kazuya Aoki,NA,14378,Cash and Promises,Song,Blues Rock,2023,NA,TRUE
2685,Na Yi,NA,2684,Echoes of a Falling Halo,Song,Emo/Pop Punk,2026,NA,TRUE
2685,Na Yi,NA,3826,Whispers on the Trajectory,Song,Lo-Fi Electronica,2019,2019,TRUE
2689,Nicole Lee,NA,2687,Gravity of Grace,Song,Space Rock,2016,NA,TRUE
2692,Juan Zeng,NA,2691,Mythical Mane,Album,Oceanus Folk,1992,NA,TRUE
2693,Juan Pan,NA,2691,Mythical Mane,Album,Oceanus Folk,1992,NA,TRUE
2695,Gerold Sontag,NA,2694,Prismatic Horn,Song,Blues Rock,2004,NA,TRUE
2697,Min Chang,NA,2696,Celestial Gallop,Song,Doom Metal,2010,NA,TRUE
2699,Charles Wright,NA,2698,Whispers of Enchantment,Song,Lo-Fi Electronica,2009,NA,TRUE
2702,Jie Shen,NA,2701,Crescendo of Chaos,Song,Americana,2029,NA,TRUE
2705,Jeremiah Love,NA,2704,Theatrical Tempest,Song,Americana,2023,2023,TRUE
2705,Jeremiah Love,NA,10534,Twelve Bells of Augsburg,Song,Psychedelic Rock,2026,NA,TRUE
2706,Zachary Francis,NA,9649,Rhythmic Ascent in B,Song,Synthwave,2020,NA,TRUE
2706,Zachary Francis,NA,2704,Theatrical Tempest,Song,Americana,2023,2023,TRUE
2706,Zachary Francis,NA,10534,Twelve Bells of Augsburg,Song,Psychedelic Rock,2026,NA,TRUE
2706,Zachary Francis,NA,12045,Crayon of Destiny,Song,Psychedelic Rock,2024,2024,TRUE
2707,Robert Woods,NA,9013,Fading Horizon Lines,Song,Indie Folk,2017,NA,TRUE
2707,Robert Woods,NA,10534,Twelve Bells of Augsburg,Song,Psychedelic Rock,2026,NA,TRUE
2710,Guiying Shao,NA,2709,Emotional Overture,Album,Dream Pop,2018,NA,TRUE
2711,Kristina Sanchez,NA,2709,Emotional Overture,Album,Dream Pop,2018,NA,TRUE
2712,Yong Gao,NA,2709,Emotional Overture,Album,Dream Pop,2018,NA,TRUE
2712,Yong Gao,NA,7897,Cloudscape of Resistance,Song,Post-Apocalyptic Folk,2014,NA,TRUE
2713,Yan Xue,NA,2709,Emotional Overture,Album,Dream Pop,2018,NA,TRUE
2713,Yan Xue,NA,7897,Cloudscape of Resistance,Song,Post-Apocalyptic Folk,2014,NA,TRUE
2716,Xiulan Liao,NA,12397,Roaming Without Roots,Song,Dream Pop,2007,NA,TRUE
2717,Ping Xiong,NA,2714,Cinematic Breakdown,Song,Americana,2024,NA,TRUE
2718,Tao Han,NA,2714,Cinematic Breakdown,Song,Americana,2024,NA,TRUE
2718,Tao Han,NA,12397,Roaming Without Roots,Song,Dream Pop,2007,NA,TRUE
2719,Jing Zhao,NA,2714,Cinematic Breakdown,Song,Americana,2024,NA,TRUE
2719,Jing Zhao,NA,5111,Shattered Horizons,Album,Emo/Pop Punk,2008,NA,TRUE
2721,Jing Jin,LIL OMEGA,2720,Desperate Measures,Song,Alternative Rock,2009,NA,TRUE
